개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,건물용도명,기존게임업외업종명,노래방실수,데이터갱신시점,도로명주소,문화사업자구분명,문화체육업종명,방음시설여부,비디오재생기명,비상계단여부,비상구여부,상세영업상태명,상세영업상태코드,소방시설여부,시설면적,영업상태코드,음향시설여부,자동환기여부,전화번호,제공게임물명,제작취급품목내용,조명시설유무,조명시설조도,좌표정보(X),좌표정보(Y),주변환경명,지번주소,지상층수,지역구분명,지하층수,청소년실수,청소년실여부,총게임기수,총층수,통로너비,특수조명여부,편의시설여부,최종수정시점
3040000,CDFF2241142017000014,2017-03-10,,폐업,2017-09-25,,,,05011,못된강아지,I,,,,2025-12-15 16:15:28,서울특별시 광진구 능동로 137 (화양동),유통관련업,청소년게임제공업,,,,,폐업,03,,134.5,03,,,,전체이용가,,,,206275.943840576    ,448987.07838398     ,,서울특별시 광진구 화양동 3-28 ,,,,,,,,,,,2017-09-25 15:32:48
3040000,CDFF2241142017000017,2017-04-03,,폐업,2022-10-11,,,,05057,뽑기방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 자양로13길 20, 1층 102호 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,30,03,,,,전체이용가,토이즈팝(9)뉴해피트윈멀티(2),,,207252.38382369     ,448128.04668131     ,,서울특별시 광진구 자양동 624-26 102호,,,,,,,,,,,2022-10-11 15:01:27
3040000,CDFF2241142017000019,2017-05-08,,폐업,2017-08-31,,,,05017,노라존,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 아차산로33길 26, 1층 (화양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,132.66,03,,,,전체이용가,,,,206158.615434385    ,448798.587158924    ,,서울특별시 광진구 화양동 5-61 ,1,,,,,10,,,,,2017-08-31 16:28:58
3040000,CDFF2241142017000020,2017-05-18,,폐업,2018-04-12,,,,04953,뽑기닷컴,I,,,,2025-12-15 16:15:28,서울특별시 광진구 천호대로129길 7 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,28,03,,,,전체이용가,,,,207885.276928202    ,450043.051711859    ,,서울특별시 광진구 중곡동 115-21 ,,,,,,9,,,,,2018-04-12 17:00:37
3040000,CDFF2241142017000021,2017-06-22,,폐업,2018-12-27,,,,05041,뽑기방,I,,,,2025-12-15 16:15:28,서울특별시 광진구 구의로 35 (구의동),유통관련업,청소년게임제공업,,,,,폐업,03,,30,03,,,,전체이용가,"토이즈팝(2),
러브푸시(2),
터닝포인트(1),
플러스크레인(2)",,,207851.95679157     ,448758.341759092    ,,서울특별시 광진구 구의동 222-15 ,,,,,,,,,,,2018-12-27 10:56:46
3040000,CDFF2241142017000022,2017-07-12,,폐업,2020-03-20,,,,04932,FRIENDS SHOP,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 능동로 438, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,16.5,03,,,,전체이용가,토이즈팝(2)짱(1)레이보우플러스2(1)럭셔리러브푸쉬(1),,,207484.703958681    ,451719.199497246    ,,서울특별시 광진구 중곡동 29-81 ,,,,,,,,,,,2020-10-30 12:28:14
3040000,CDFF2241142017000023,2017-08-14,,폐업,2018-03-22,,,,05073,에어건빵,I,,식품접객업/휴게음식점,,2025-12-15 16:15:28,"서울특별시 광진구 동일로20길 116, 1층 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,49.5,03,,,,전체이용가,코만도(8),,,206094.706599251    ,448582.083585779    ,,서울특별시 광진구 자양동 2-9 ,,,,,,,,,,,2018-03-22 17:59:45
3040000,CDFF2241142017000024,2017-09-08,,폐업,2017-11-27,,,,04961,피규어 인형뽑기,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 자양로 290, 1층 (구의동)",유통관련업,청소년게임제공업,,,,,폐업,03,,19.8,03,,,,전체이용가,"토이즈팝 9대, 자이언트 캡쳐 1대",,,208069.338436444    ,449919.625482327    ,,서울특별시 광진구 구의동 47-18 ,,,,,,,,,,,2017-11-27 09:36:26
3040000,CDFF2241142017000025,2017-09-22,,폐업,2021-01-06,,,,04937,중곡 게임랜드,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 긴고랑로 63, 2층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,373.89,03,,,,전체이용가,천년도개비(70),,,207295.58093608     ,451079.008997952    ,,서울특별시 광진구 중곡동 39-51 ,,,,,,,,,,,2021-01-06 18:47:48
3040000,CDFF2241142017000026,2017-09-28,,폐업,2018-05-30,,,,04914,용마 게임랜드,I,,,,2025-12-15 16:15:28,서울특별시 광진구 면목로 98 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,111.69,03,,,,전체이용가,New 네이버스토리 60대,,,206953.027880279    ,451124.521294472    ,,서울특별시 광진구 중곡동 244-10 ,,,,,,,,,,,2018-05-30 17:40:16
3040000,CDFF2241142018000001,2018-02-02,,폐업,2019-02-28,,,,05009,달인뽑기방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 능동로19길 35, 1층 (화양동, 광진 코지웰)",유통관련업,청소년게임제공업,,,,,폐업,03,,94.06,03,,,,전체이용가,"조아조아윷놀이(1), 토이즈팝(10)",,,206278.982112971    ,449425.131943862    ,,서울특별시 광진구 화양동 113-1 광진 코지웰 B103호,,일반상업지역,,,,,,,,,2020-09-14 09:38:12
3040000,CDFF2241142018000005,2018-06-27,,폐업,2021-01-29,,,,04937,뽑기대장 중곡점,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 긴고랑로 73-1, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,30,03,,,,전체이용가,"플러스크레인(7), 짱(1)",,,207377.358783027    ,451026.558656352    ,,서울특별시 광진구 중곡동 38-18 ,,,,,,,,,,,2021-02-02 16:23:03
3040000,CDFF2241142018000006,2018-08-09,,폐업,2025-01-14,,,,04949,뽑기1번가,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 영화사로 28-1, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,20.3,03,,,,전체이용가,"토이즈팝(4),조아조아윷놀이(1),코코짱(2),럭셔리러브푸쉬(1)",,,207890.706384414    ,450528.591867827    ,,서울특별시 광진구 중곡동 82-5 ,,,,,,,,,,,2025-01-14 17:50:21
3040000,CDFF2241142018000007,2018-11-13,,폐업,2022-10-14,,,,05065,브릭스,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 아차산로 262, 2층 (자양동, 더샵스타시티)",유통관련업,청소년게임제공업,,,,,폐업,03,,141.9,03,,,,전체이용가,"타임크라이시스4 (1),
스트라이커1945(1),
퍼즐보블(1),
철권6(2),
메탈슬러그(1),
테트리스(1),
더타겟(3),
틀린그림찾기(1),
The Bishbashi(1),
스페이스볼링 (1)",,,206349.675048285    ,448396.939704285    ,,서울특별시 광진구 자양동 227-7 더샵스타시티 ,,,,,,,,,,,2022-10-17 08:49:10
3040000,CDFF2241142018000008,2018-11-15,,폐업,2020-10-05,,,,04914,놀이터,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 면목로 98, 2층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,111.69,03,,,,전체이용가,,,,206953.027880279    ,451124.521294472    ,,서울특별시 광진구 중곡동 244-10 ,,,,,,,,,,,2020-10-06 17:37:59
3040000,CDFF2241142019000001,2019-01-18,,폐업,2019-07-01,,,,04902,트럼프월드 게임랜드,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 면목로 173, 4층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,170.31,03,,,,전체이용가,,,,207227.12326115     ,451819.638034393    ,,서울특별시 광진구 중곡동 175-27 ,,,,,,,,,,,2019-07-02 09:01:10
3040000,CDFF2241142019000002,2019-02-28,,폐업,2021-12-01,,,,05099,뽑기방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로 614, 1층 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,34.56,03,,,,전체이용가,코코짱 (6),,,206813.154278022    ,447796.1646628      ,,서울특별시 광진구 자양동 607-12 ,,,,,,6,,,,,2021-12-01 18:09:06
3040000,CDFF2241142019000003,2019-05-02,,폐업,2021-05-11,,,,04949,짱짱뽑기방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 영화사로 18, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,33,03,,,,전체이용가,토이즈팝(9),,,207817.113070386    ,450586.162250537    ,,서울특별시 광진구 중곡동 82-1 ,,,,,,9,,,,,2021-05-11 18:08:05
3040000,CDFF2241142019000004,2019-05-10,,폐업,2021-05-07,,,,04902,SHOW ME THE 뽑기방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 면목로 179, 1층 (중곡동, 가든시티)",유통관련업,청소년게임제공업,,,,,폐업,03,,19,03,,,,전체이용가,토이즈팝(9),,,207244.17749383     ,451875.29274969     ,,서울특별시 광진구 중곡동 211-24 가든시티 ,,,,,,,,,,,2021-05-07 18:33:53
3040000,CDFF2241142019000005,2019-05-21,,폐업,2022-04-26,,,,04902,뽑기군단,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 면목로 201, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,33,03,,,,전체이용가,토이즈팝(6),,,207276.162231964    ,452089.198171901    ,,서울특별시 광진구 중곡동 556-2 ,,,,,,,,,,,2022-04-26 15:00:22
3040000,CDFF2241142019000006,2019-05-22,,폐업,2021-05-10,,,,05058,드림캐치,I,,,,2025-12-15 16:15:28,서울특별시 광진구 자양로13길 27 (자양동),유통관련업,청소년게임제공업,,,,,폐업,03,,40,03,,,,전체이용가,"곰탱이(8),토이즈팝(3)",,,207239.417530485    ,448073.61341334     ,,서울특별시 광진구 자양동 630-16 ,1,,,,,,,,,,2021-05-11 18:07:54
3040000,CDFF2241142019000007,2019-08-05,,폐업,2024-07-31,,,,05100,캐치유,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로52나길 1, 인재학원 1층 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,32.8,03,,,,전체이용가,"곰탱이(7대), 토이즈팝(3대)",,,206937.949813897    ,447636.115901284    ,,서울특별시 광진구 자양동 637-3 인재학원 ,,,,,,10,,,,,2024-08-01 10:13:48
3040000,CDFF2241142019000008,2019-08-23,,폐업,2021-03-23,,,,04949,혜자네 뽑기방,I,,,,2025-12-15 16:15:28,서울특별시 광진구 자양로43길 151 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,19.8,03,,,,전체이용가,토이즈팝(5),,,207765.401711145    ,450554.641901216    ,,서울특별시 광진구 중곡동 80-1 ,,,,,,,,,,,2021-03-23 15:44:33
3040000,CDFF2241142019000009,2019-08-28,,폐업,2021-08-31,,,,05057,뽑기짱,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로59길 81-13, 1층 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,24.85,03,,,,전체이용가,"토이즈팝(8),해피짱(1)",,,207218.190964083    ,448089.170551579    ,,서울특별시 광진구 자양동 624-34 ,,,,,,,,,,,2021-08-31 14:59:47
3040000,CDFF2241142019000011,2019-10-14,,폐업,2021-10-29,,,,05062,짱짱뽑기,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 자양로13길 80, 1층 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,23,03,,,,전체이용가,토이즈팝(7),,,207050.55827529     ,447901.454145613    ,,서울특별시 광진구 자양동 617-9 ,,,,,,,,,,,2021-10-29 18:06:15
3040000,CDFF2241142019000012,2019-11-12,,폐업,2020-11-30,,,,04929,크로버 뽑기방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 천호대로 559, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,21.1,03,,,,전체이용가,"곰탱이(6),토이즈팝(1)",,,207037.662521652    ,450550.97098652     ,,서울특별시 광진구 중곡동 157-6 ,,,,,,,,,,,2020-12-01 17:54:09
3040000,CDFF2241142009000022,2009-10-09,,폐업,2009-12-31,,,,,광게임랜드,I,근린생활시설,,,2025-12-15 16:15:28,"서울특별시 광진구 능동로 368  (중곡동,지하1층)",유통관련업,청소년게임제공업,,,,,폐업,03,,102,03,,,,전체이용가,,,,207209.709887576    ,451087.298578287    ,,서울특별시 광진구 중곡동 41-20 지하1층 ,4,,1,,,40,5,,,,2009-12-31 18:17:07
3040000,CDFF2241142009000027,2009-12-22,,폐업,2010-07-08,,,,,군자게임랜드,I,근린생활시설,,,2025-12-15 16:15:28,"서울특별시 광진구 능동로 277  (군자동,지하1층)",유통관련업,청소년게임제공업,,,,,폐업,03,,110.5,03,,,,전체이용가,쿠아스토리(제CC-NA-091120-001호),,,206808.070705757    ,450283.59378123     ,,서울특별시 광진구 군자동 1-9 지하1층 ,,일반주거지역,,,,40,,,,,2010-07-09 11:03:22
3040000,CDFF2241142010000001,2010-01-20,,폐업,2010-03-02,,,,,미주게임랜드,I,근린생활시설,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로 483-2  (자양동,2층)",유통관련업,청소년게임제공업,,,,,폐업,03,,98.9,03,,,,전체이용가,SONAR(쏘나),,60,205601.842419915    ,448265.172713775    ,,서울특별시 광진구 자양동 43-44 2층 ,4,,1,,,40,5,,,,2010-03-03 13:21:51
3040000,CDFF2241142010000002,2010-02-25,,폐업,2010-03-16,,,,,즐거운 게임장,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로 471-4  (자양동,1층)",유통관련업,청소년게임제공업,,,,,폐업,03,,99.6,03,,,,전체이용가,우당탕탕 수족관,,,205477.134659707    ,448312.303781151    ,,서울특별시 광진구 자양동 236-90 1층 ,3,,,,,,3,,,,2010-06-11 14:57:55
3040000,CDFF2241142010000006,2010-10-25,,폐업,2011-03-02,,,,,A-zone 게임랜드,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 구의로11길 4  (구의동,지하1층)",유통관련업,청소년게임제공업,,,,,폐업,03,,122,03,,,,전체이용가,,,,207892.546115014    ,449034.512776152    ,,서울특별시 광진구 구의동 226-6 지하1층 ,,,,,,,,,,,2011-03-02 13:17:21
3040000,CDFF2241142011000001,2011-12-09,,폐업,2014-03-11,,,,,정인플스방,I,,,,2025-12-15 16:15:28,서울특별시 광진구 아차산로73길 8 (광장동),유통관련업,청소년게임제공업,,,,,폐업,03,,129.86,03,,,,전체이용가,,,,209169.954502943    ,449309.731195648    ,,서울특별시 광진구 광장동 244-12 지하1층 ,,,,,,17,,,,,2014-03-11 10:47:15
3040000,CDFF2241142012000001,2012-01-31,,폐업,2012-07-19,,,,,우리게임장,I,,,,2025-12-15 16:15:28,서울특별시 광진구 긴고랑로 78 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,100.77,03,,,,전체이용가,씨로켓,,,207377.140212776    ,450970.310249935    ,,서울특별시 광진구 중곡동 44-19 ,,,,,,40,,,,,2012-07-20 08:58:18
3040000,CDFF2241142012000003,2012-04-09,,폐업,2012-07-19,,,,,자양게임장,I,,,,2025-12-15 16:15:28,서울특별시 광진구 동일로18길 28 (자양동),유통관련업,청소년게임제공업,,,,,폐업,03,,117.76,03,,,,전체이용가,,,,205616.169450597    ,448591.749761216    ,,서울특별시 광진구 자양동 12-24 ,,,,,,50,,,,,2012-07-20 08:57:56
3040000,CDFF2241142012000006,2012-11-12,,폐업,2019-12-12,,,,05009,지단플스방,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 광나루로18길 3, 3층 (화양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,135,03,,,024998450,전체이용가,지단플스,,,206320.14728561     ,449461.775355612    ,,서울특별시 광진구 화양동 193 ,,,,,,20,,,,,2019-12-12 17:25:44
3040000,CDFF2241142012000008,2012-12-07,,폐업,2014-11-11,,,,,힐링PC cafe,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 아차산로57길 4, 3층 (구의동)",유통관련업,청소년게임제공업,,,,,폐업,03,,195.65,03,,,,전체이용가,피카카피,,,207736.311232666    ,448500.429311766    ,,서울특별시 광진구 구의동 221-40 ,,,,,,65,,,,,2014-11-12 09:31:00
3040000,CDFF2241142012000009,2012-12-27,,폐업,2013-05-20,,,,,중곡게임장,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 면목로 188, 2층 (중곡동)",유통관련업,청소년게임제공업,,,,,폐업,03,,103.32,03,,,,전체이용가,아케이드 게임,,,207287.404566364    ,451951.606434503    ,,서울특별시 광진구 중곡동 199-3 ,,,,,,40,,,,,2013-05-20 16:43:33
3040000,CDFF2241142013000001,2013-01-02,,폐업,2013-04-24,,,,,광진게임파크,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 아차산로49길 22, 지하층 (구의동)",유통관련업,청소년게임제공업,,,,,폐업,03,,135.2,03,,,,전체이용가,,,,207397.398933379    ,448410.582597853    ,,서울특별시 광진구 구의동 252-117 지하층 ,,,,,,40,,,,,2013-04-24 18:01:30
3040000,CDFF2241142013000002,2013-01-03,,폐업,2013-03-11,,,,,노룬산게임장,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로 471, 지하층 (자양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,132,03,,,,전체이용가,아케이드 게임,,,205484.785192828    ,448298.81959555     ,,서울특별시 광진구 자양동 236-91 지하 ,,,,,,40,,,,,2013-03-11 18:04:12
3040000,CDFF2241142013000005,2013-06-24,,폐업,2013-08-12,,,,,팡팡게임랜드,I,,,,2025-12-15 16:15:28,서울특별시 광진구 자양로13길 47 (자양동),유통관련업,청소년게임제공업,,,,,폐업,03,,148,03,,,,전체이용가,"씨로켓 40대, 아쿠아Q 10대",,,207170.07288754     ,447991.643117971    ,,서울특별시 광진구 자양동 631 ,,,,,,40,,,,,2013-08-12 16:28:15
3040000,CDFF2241142013000006,2013-09-06,,폐업,2014-02-21,,,,,서울게임랜드,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 뚝섬로 471 (자양동, 지층)",유통관련업,청소년게임제공업,,,,,폐업,03,,146,03,,,,전체이용가,Whlte Tlger Qulz(백호퀴즈)40대,,,205484.785192828    ,448298.81959555     ,,서울특별시 광진구 자양동 236-91 ,,,,,,40,,,,,2014-02-21 13:17:22
3040000,CDFF2241142013000008,2013-12-13,,폐업,2014-03-12,,,,,화양 게임랜드,I,근린생활시설,,,2025-12-15 16:15:28,"서울특별시 광진구 광나루로 347, 2층 (군자동)",유통관련업,청소년게임제공업,,,,,폐업,03,,115,03,,,,전체이용가,슈퍼 윙,,,205997.23851977     ,449576.658143009    ,,서울특별시 광진구 군자동 355-14 ,,,,,,,,,,,2014-03-12 12:44:32
3040000,CDFF2241142014000001,2014-01-15,,폐업,2022-10-12,,,,05005,로얄 게임장,I,,,,2025-12-15 16:15:28,서울특별시 광진구 광나루로 379 (군자동),유통관련업,청소년게임제공업,,,,,폐업,03,,82.49,03,,,,전체이용가,제CC-NA-120912-007 하조대(40대),,,206293.664148482    ,449549.386757289    ,,서울특별시 광진구 군자동 361-27 ,,,,,,,,,,,2022-10-12 17:31:42
3040000,CDFF2241142015000001,2015-03-27,,폐업,2016-02-26,,,,04912,펌프 게임랜드,I,근린생활시설,,,2025-12-15 16:15:28,서울특별시 광진구 동일로 380 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,85,03,,,,전체이용가,인피니티 아케이드 게임(전체이용가),,,206728.352923912    ,451356.536088535    ,주택가주변,서울특별시 광진구 중곡동 238-6 ,2,일반주거지역,1,,,,,,,,2016-02-26 13:15:58
3040000,CDFF2241142015000002,2015-04-01,,폐업,2018-09-14,,,,05080,세븐 오락실,I,근린생활시설,,,2025-12-15 16:15:28,서울특별시 광진구 동일로 54 (자양동),유통관련업,청소년게임제공업,,,,,폐업,03,,132,03,,,,전체이용가,씨배틀3,,,205391.382375241    ,448379.480529739    ,,서울특별시 광진구 자양동 236-103 ,,일반주거지역,,,,,,,,,2018-09-17 14:24:41
3040000,CDFF2241142015000003,2015-04-06,,폐업,2017-11-29,,,,05073,배틀아레나,I,,,,2025-12-15 16:15:28,서울특별시 광진구 동일로20길 114 (자양동),유통관련업,청소년게임제공업,,,,,폐업,03,,104.85,03,,,,전체이용가,철권7,,,206081.708399116    ,448587.399768593    ,,서울특별시 광진구 자양동 2-14 ,,일반주거지역,,,,,,,,,2017-11-29 17:43:34
3040000,CDFF2241142015000005,2015-09-17,,폐업,2018-11-30,,,,05021,슈스케,I,,,,2025-12-15 16:15:28,서울특별시 광진구 광나루로 418 (화양동),유통관련업,청소년게임제공업,,,,,폐업,03,,135.71,03,,,,전체이용가,엣지 plus,,,206622.905807338    ,449345.099378408    ,,서울특별시 광진구 화양동 498-1 ,,,,,,,,,,,2020-08-19 18:59:36
3040000,CDFF2241142015000006,2015-11-12,,폐업,2018-09-20,,,,04903,신퍼즐 게임랜드,I,,,,2025-12-15 16:15:28,서울특별시 광진구 면목로 194 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,137.85,03,,,,전체이용가,씨배틀3,,,207303.197333191    ,452024.566240423    ,,서울특별시 광진구 중곡동 554-5 ,,,,,,,,,,,2018-09-20 18:28:18
3040000,CDFF2241142015000007,2015-11-23,,폐업,2020-01-16,,,,05018,슈스케,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 아차산로27길 4, 지하1층 (화양동)",유통관련업,청소년게임제공업,,,,,폐업,03,,124.3,03,,,,전체이용가,엣지플러스(12),,,205913.897388596    ,448843.755061879    ,,서울특별시 광진구 화양동 47-79 ,,,,,,,,,,,2020-01-31 14:18:16
3040000,CDFF2241142015000009,2015-12-23,,폐업,2017-03-14,,,,05078,하오 보드 게임장,I,근린생활시설,,,2025-12-15 16:15:28,서울특별시 광진구 뚝섬로27길 65 (자양동),유통관련업,청소년게임제공업,,,,,폐업,03,,90.72,03,,,,전체이용가,삼국스토리,,,205823.965284993    ,448496.525042865    ,,서울특별시 광진구 자양동 11-1 ,3,,1,,,10,4,,,,2017-03-15 08:56:04
3040000,CDFF2241142016000001,2016-08-10,,폐업,2018-10-04,,,,05009,인형뽑기샵,I,,,,2025-12-15 16:15:28,서울특별시 광진구 능동로19길 26 (화양동),유통관련업,청소년게임제공업,,,,,폐업,03,,26.41,03,,,,전체이용가,"조아조아윷놀이, 러브푸쉬, 토이즈팝, 레인보우캔디크레인",,,206327.125613908    ,449447.961812662    ,,서울특별시 광진구 화양동 111-107 ,,,,,,15,,,,,2018-10-04 15:27:14
3040000,CDFF2241142016000002,2016-08-16,,폐업,2021-09-24,,,,04904,인형방,I,근린생활시설,,,2025-12-15 16:15:28,서울특별시 광진구 면목로 172 (중곡동),유통관련업,청소년게임제공업,,,,,폐업,03,,27.1,03,,,,전체이용가,"뉴미주 크레인(9대), 레인보우 캔디크레인(2대), 러브푸시(1대)",,,207250.834018087    ,451800.009864484    ,,,3,,,,,12,3,,,,2021-09-24 17:56:40
3040000,CDFF2241142017000028,2017-10-24,,영업/정상,,,,,05008,뽑튜브,I,,,,2025-12-15 16:15:28,서울특별시 광진구 동일로30길 42 (화양동),유통관련업,청소년게임제공업,,,,,영업중,13,,30,01,,,,전체이용가,철권태그토너먼트(2)토이즈팝(3)조아조아윷놀이(1)스마일토이(2)뽀끼뽀끼2(1),,,206086.374116549    ,449463.547117001    ,,서울특별시 광진구 화양동 17-10 ,,,,,,,,,,,2020-01-06 14:28:25
3040000,CDFF2241142017000029,2017-11-08,,영업/정상,,,,,04945,뽑기야 놀자,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 영화사로 11-1, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,영업중,13,,23.1,01,,,,전체이용가,"러브푸시(1),레이보우플러스(5),조아조아윷놀이(1)",,,207793.238734743    ,450655.551556237    ,,서울특별시 광진구 중곡동 78-35 ,,,,,,,,,,,2020-01-06 10:48:18
3040000,CDFF2241142018000002,2018-02-09,2018-09-13,취소/말소/만료/정지/중지,,,,,05080,오메가 게임장,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 동일로 54, 쉘모텔 지층 (자양동)",유통관련업,청소년게임제공업,,,,,등록취소,31,,132,04,,,,전체이용가,오메가 쓰리(40),,,205391.382375241    ,448379.480529739    ,,서울특별시 광진구 자양동 236-103 쉘모텔 ,,,,,,40,,,,,2018-09-10 17:44:57
3040000,CDFF2241142018000003,2018-06-01,,영업/정상,,,,,05057,뽀블팝,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 자양로13길 38, 1층 (자양동)",유통관련업,청소년게임제공업,,,,,영업중,13,,23.92,01,,,,전체이용가,"조아조아윷놀이2, 스위트박스, 토이즈팝",,,207190.536446416    ,448058.59370719     ,,서울특별시 광진구 자양동 624-41 ,,,,,,,,,,,2018-06-01 14:51:38
3040000,CDFF2241142018000004,2018-06-27,,영업/정상,,,,,04901,코코짱 뽑기방 중곡점,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 답십리로 368, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,영업중,13,,18.73,01,,,,전체이용가,"토이즈팝(4), 러브푸시(1), 럭셔리러브푸시(1)",,,207107.910621027    ,452134.45276901     ,,서울특별시 광진구 중곡동 580-1 ,,,,,,,,,,,2020-05-25 15:03:37
3040000,CDFF2241142018000009,2018-11-27,2019-04-03,취소/말소/만료/정지/중지,,,,,04910,대박게임장,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 긴고랑로 31, 지하1층 (중곡동)",유통관련업,청소년게임제공업,,,,,등록취소,31,,85,04,,,,전체이용가,,,,207002.629892424    ,451226.054384441    ,,서울특별시 광진구 중곡동 241-30 ,,,,,,,,,,,2019-04-03 15:04:56
3040000,CDFF2241142018000010,2018-12-21,,영업/정상,,,,,05062,뽑기1번가,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 자양로13길 90, 1층 (자양동)",유통관련업,청소년게임제공업,,,,,영업중,13,,40,01,,,,전체이용가,"토이즈팝(5),코코짱(3),바버컷알(1),조아조아윷놀이(1)",,,207005.063652123    ,447851.940331384    ,,서울특별시 광진구 자양동 617-27 ,,,,,,,,,,,2020-01-06 09:51:24
3040000,CDFF2241142023000001,2023-03-21,,영업/정상,,,,,04949,뽑짱,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 영화사로 28, 1층 (중곡동)",유통관련업,청소년게임제공업,,,,,영업중,13,,33.4,01,,,,전체이용가,,,,207883.538791714    ,450534.972866627    ,,서울특별시 광진구 중곡동 82-4 ,,,,,,9,,,,,2023-03-21 18:19:56
3040000,CDFF2241142023000002,2023-03-28,,영업/정상,,,,,05065,GAME PARK,I,,,,2025-12-15 16:15:28,"서울특별시 광진구 아차산로 272, 더샵스타시티 2층 (자양동)",유통관련업,청소년게임제공업,,,,,영업중,13,,172.03,01,,,,전체이용가,,,,206349.675048285    ,448396.939704285    ,,서울특별시 광진구 자양동 227-7 더샵스타시티 ,,,,,,,,,,,2023-03-28 13:55:54
3040000,CDFF2241142023000003,2023-11-08,,영업/정상,,,,,05018,와와리저브,I,근린생활시설,,,2025-12-15 16:15:28,"서울특별시 광진구 동일로22길 104, 진명빌딩 1층 (화양동)",유통관련업,청소년게임제공업,,,,,영업중,13,,104,01,,,,전체이용가,"포포캐처19대, 돌하우스2 20대, 퍼니밀판6대, 스트리트후프3대",,,206098.338891049    ,448722.142529103    ,,서울특별시 광진구 화양동 7-9 진명빌딩 ,9,일반상업지역,1,,,48,10,,,,2025-07-23 12:55:49
